ensembl,Pri_1,Pri_2,Pri_3,Met_1,Met_2,Met_3,Pri_1.1,Pri_2.1,Pri_3.1,Met_1.1,Met_2.1,Met_3.1,Met_v_Pri_baseMean,Met_v_Pri_log2FoldChange,Met_v_Pri_lfcSE,Met_v_Pri_stat,Met_v_Pri_pvalue,Met_v_Pri_padj,symbol,entrez,GENENAME,mouse_symbol
ENSG00000112115,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,IL17A,3605,interleukin 17A,Il17a
ENSG00000112116,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,IL17F,112744,interleukin 17F,Il17f
ENSG00000112118,0,1,0,5,1,270,0,0.003728917,0,0.030509322,0.003389925,0.934151391,12.98300076,4.655704266,2.9098896,1.599959073,NA,NA,MCM3,4172,minichromosome maintenance complex component 3,Mcm3
ENSG00000112130,380,0,0,0,56,0,0.889287882,0,0,0,0.097958771,0,464.9515062,-7.817713109,3.607678295,-2.166965142,NA,NA,RNF8,9025,ring finger protein 8,Rnf8
ENSG00000112137,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PHACTR1,221692,phosphatase and actin regulator 1,Phactr1
ENSG00000112139,0,0,0,0,1,0,0,0,0,0,0.001039239,0,0.03654868,-2.613322644,4.064761091,-0.642921585,0.520274983,NA,MDGA1,266727,MAM domain containing glycosylphosphatidylinositol anchor 1,Mdga1
ENSG00000112144,0,0,0,0,0,157,0,0,0,0,0,0.337313367,7.24422328,4.514184867,3.774528297,1.195960001,NA,NA,ICK,22858,intestinal cell kinase,Ick
ENSG00000112146,275,1208,0,284,1,254,0.576652102,2.082750897,0,0.801250947,0.001567392,0.406326257,552.7181958,-4.088122396,2.667321734,-1.532669398,0.125357333,0.247818441,FBXO9,26268,F-box protein 9,Fbxo9
ENSG00000112149,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CD83,9308,CD83 molecule,Cd83
ENSG00000112159,752,0,0,329,624,720,1.034267571,0,0,0.608807502,0.641499293,0.755453172,994.030861,-3.554141801,2.988489882,-1.189276839,NA,NA,MDN1,23195,midasin AAA ATPase 1,Mdn1
ENSG00000112164,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GLP1R,2740,glucagon like peptide 1 receptor,Glp1r
ENSG00000112167,0,2,1,0,44,180,0,0.015507218,0.00872281,0,0.310144355,1.294932617,10.997246,3.018831933,2.82798161,1.067486409,0.285752248,NA,SAYSD1,55776,SAYSVFN motif domain containing 1,Saysd1
ENSG00000112175,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,BMP5,653,bone morphogenetic protein 5,Bmp5
ENSG00000112182,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,BACH2,60468,BTB domain and CNC homolog 2,Bach2
ENSG00000112183,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,RBM24,221662,RNA binding motif protein 24,Rbm24
ENSG00000112186,0,0,0,0,0,75,0,0,0,0,0,0.203140499,3.460616217,3.447423529,3.850724949,0.895266106,NA,NA,CAP2,10486,cyclase associated actin cytoskeleton regulatory protein 2,Cap2
ENSG00000112195,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TREML2,79865,triggering receptor expressed on myeloid cells like 2,Treml2
ENSG00000112200,2,3,2363,258,411,346,0.002281503,0.002813853,2.493425842,0.395985914,0.35045265,0.301111322,1880.000257,-5.248349727,2.543416101,-2.063504168,NA,NA,ZNF451,26036,zinc finger protein 451,Zfp451
ENSG00000112208,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,BAG2,9532,BCL2 associated athanogene 2,Bag2
ENSG00000112212,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TSPO2,222642,translocator protein 2,Tspo2
ENSG00000112214,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,FHL5,9457,four and a half LIM domains 5,Fhl5
ENSG00000112218,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GPR63,81491,G protein-coupled receptor 63,Gpr63
ENSG00000112234,1,13,0,63,260,274,0.003279931,0.035058818,0,0.278018876,0.637433049,0.685607013,29.57728607,2.972729608,2.313092651,1.285175329,0.198731023,0.331503066,FBXL4,26235,F-box and leucine rich repeat protein 4,Fbxl4
ENSG00000112237,3,158,2,970,1946,1310,0.005962482,0.258197537,0.003676864,2.593860184,2.89098048,1.986264494,225.9153097,2.708008971,2.100364337,1.289304395,0.197292284,0.329668573,CCNC,892,cyclin C,Ccnc
ENSG00000112238,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PRDM13,59336,PR/SET domain 13,Prdm13
ENSG00000112242,1,24,0,0,0,0,0.002324301,0.045866211,0,0,0,0,4.933941271,-7.570041788,3.295665759,-2.296968911,0.021620543,NA,E2F3,1871,E2F transcription factor 3,E2f3
ENSG00000112245,6,2,24,640,612,1188,0.02017535,0.00552954,0.074648795,2.895468415,1.538217595,3.04751782,146.0545545,2.2027536,2.159635965,1.019965233,0.30774495,0.451658041,PTP4A1,7803,protein tyrosine phosphatase 4A1,Ptp4a1
ENSG00000112246,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SIM1,6492,SIM bHLH transcription factor 1,Sim1
ENSG00000112249,0,1175,0,332,688,121,0,1.593018542,0,0.736547683,0.847966543,0.152208571,234.7849832,-1.785135585,2.812692253,-0.634671491,NA,NA,ASCC3,10973,activating signal cointegrator 1 complex subunit 3,Ascc3
ENSG00000112273,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,HDGFL1,154150,HDGF like 1,Hdgfl1
ENSG00000112276,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,BVES,11149,blood vessel epicardial substance,Bves
ENSG00000112280,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,COL9A1,1297,collagen type IX alpha 1 chain,Col9a1
ENSG00000112282,1,1839,1,0,503,64,0.002401081,3.630594708,0.002221,0,0.90275799,0.117232166,308.0501308,-3.749221838,2.797232365,-1.340332639,NA,NA,MED23,9439,mediator complex subunit 23,Med23
ENSG00000112290,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,WASF1,8936,WASP family member 1,Wasf1
ENSG00000112293,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GPLD1,2822,glycosylphosphatidylinositol specific phospholipase D1,Gpld1
ENSG00000112294,0,0,3,0,0,0,0,0,0.009324693,0,0,0,2.321932724,-6.430528941,3.863889995,-1.664262945,0.096059894,NA,ALDH5A1,7915,aldehyde dehydrogenase 5 family member A1,Aldh5a1
ENSG00000112297,7,248,3,280,641,159,0.014716248,0.428686644,0.005833941,0.792001717,1.007287898,0.255009389,98.68059002,-0.003934558,2.102825093,-0.001871082,0.998507093,0.998651223,CRYBG1,202,crystallin beta-gamma domain containing 1,Crybg1
ENSG00000112299,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,VNN1,8876,vanin 1,Vnn1
ENSG00000112304,0,154,0,63,280,61,0,0.413786964,0,0.276997885,0.683945395,0.152074604,41.09209259,-0.486414611,2.654716494,-0.183226575,NA,NA,ACOT13,55856,acyl-CoA thioesterase 13,Acot13
ENSG00000112305,0,0,0,0,275,107,0,0,0,0,0.75264146,0.298884011,14.98803293,5.573585319,3.262080432,1.708598373,0.08752537,NA,SMAP1,60682,small ArfGAP 1,Smap1
ENSG00000112306,348,1864,2047,964,2194,2728,8.04653326,35.43763128,43.78134932,29.98994235,37.91950987,48.12091961,2567.190336,-3.086746809,2.007669008,-1.537477939,0.124176313,0.246571877,RPS12,6206,ribosomal protein S12,Rps12
ENSG00000112308,5,361,2,838,523,404,0.033068944,1.963119468,0.012235509,7.456986666,2.585523751,2.038410596,157.1658407,0.550711245,2.172897987,0.253445513,0.799923961,0.869424916,C6orf62,81688,chromosome 6 open reading frame 62,BC005537
ENSG00000112312,0,231,2069,0,0,1,0,1.364343075,13.74752835,0,0,0.005480023,1637.170038,-15.08877291,3.195330545,-4.722132093,NA,NA,GMNN,51053,geminin DNA replication inhibitor,Gmnn
ENSG00000112319,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,EYA4,2070,EYA transcriptional coactivator and phosphatase 4,Eya4
ENSG00000112320,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SOBP,55084,sine oculis binding protein homolog,Sobp
ENSG00000112333,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NR2E1,7101,nuclear receptor subfamily 2 group E member 1,Nr2e1
ENSG00000112335,183,73,0,276,284,667,1.116757194,0.366285511,0,2.266135015,1.295455605,3.105227964,293.787799,-1.973648218,2.494850567,-0.791088751,0.428892203,0.566402487,SNX3,8724,sorting nexin 3,Snx3
ENSG00000112337,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SLC17A2,10246,solute carrier family 17 member 2,Slc17a2
ENSG00000112339,12,128,0,129,592,1100,0.019161646,0.168054729,0,0.277147075,0.706593748,1.339998244,115.4299891,1.230468611,2.349042804,0.523817024,0.600405811,0.717480989,HBS1L,10767,HBS1 like translational GTPase,Hbs1l
ENSG00000112343,361,810,1,0,659,353,1.126191982,2.077683823,0.002885672,0,1.536693198,0.840117284,606.3143305,-3.808571439,2.66785361,-1.427578869,0.153413109,0.281747178,TRIM38,10475,tripartite motif containing 38,Trim38
ENSG00000112357,0,1,0,0,0,0,0,0.01066935,0,0,0,0,0.154823783,-4.259265643,4.047480963,-1.052325059,0.292650438,NA,PEX7,5191,peroxisomal biogenesis factor 7,Pex7
ENSG00000112365,0,0,0,1,1,0,0,0,0,0.007158828,0.003977127,0,0.103230663,-1.64312021,4.018224881,-0.408916937,0.682600619,NA,ZBTB24,9841,zinc finger and BTB domain containing 24,Zbtb24
ENSG00000112367,0,0,1,0,0,0,0,0,0.006848923,0,0,0,0.773977575,-4.953396542,4.035972323,-1.227311821,0.219705414,NA,FIG4,9896,FIG4 phosphoinositide 5-phosphatase,Fig4
ENSG00000112378,516,1817,72,4615,13961,5530,3.532040683,10.22633777,0.455879669,42.5027207,71.43138121,28.87760106,2038.773412,0.15256744,2.03458071,0.074987165,0.940224924,0.965246849,PERP,64065,p53 apoptosis effector related to PMP22,Perp
ENSG00000112379,1,501,0,163,0,0,0.001973867,0.813101685,0,0.432887016,0,0,89.65404906,-2.862349677,3.29135145,-0.869657866,NA,NA,ARFGEF3,57221,ARFGEF family member 3,Arfgef3
ENSG00000112394,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SLC16A10,117247,solute carrier family 16 member 10,Slc16a10
ENSG00000112414,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ADGRG6,57211,adhesion G protein-coupled receptor G6,Adgrg6
ENSG00000112419,0,45,1,20,0,200,0,0.0610195,0.001525487,0.044377818,0,0.251626803,18.30299739,0.40192547,2.804779847,0.143300185,0.88605311,0.93027282,PHACTR2,9749,phosphatase and actin regulator 2,Phactr2
ENSG00000112462,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,OR12D3,81797,olfactory receptor family 12 subfamily D member 3,Olfr109
ENSG00000112473,0,0,32,0,0,0,0,0,0.174750818,0,0,0,24.76728239,-9.859489445,3.640822324,-2.708039165,0.006768203,0.096244598,SLC39A7,7922,solute carrier family 39 member 7,Slc39a7
ENSG00000112486,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CCR6,1235,C-C motif chemokine receptor 6,Ccr6
ENSG00000112494,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,UNC93A,54346,unc-93 homolog A,Unc93a
ENSG00000112499,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SLC22A2,6582,solute carrier family 22 member 2,Slc22a2
ENSG00000112511,0,0,0,0,0,256,0,0,0,0,0,0.646779923,11.81223669,5.219654283,3.762213919,1.38738902,NA,NA,PHF1,5252,PHD finger protein 1,Phf1
ENSG00000112514,4,428,59,618,888,227,0.012381247,1.089274574,0.168926635,2.573723527,2.05453658,0.536031399,200.9407634,-0.476533887,2.075864155,-0.229559283,0.818434249,0.883924582,CUTA,51596,cutA divalent cation tolerance homolog,Cuta
ENSG00000112530,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PACRG,135138,parkin coregulated,Pacrg
ENSG00000106546,0,0,0,50,831,84,0,0,0,0.190904384,1.762683814,0.181851187,37.58194277,6.911467525,2.840838133,2.432897336,0.014978547,0.11527339,AHR,196,aryl hydrocarbon receptor,Ahr
ENSG00000112539,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,C6orf118,168090,chromosome 6 open reading frame 118,1700010I14Rik
ENSG00000106591,1,0,0,1361,554,628,0.005888354,0,0,10.78253993,2.438373385,2.821067962,141.1972111,7.514230197,2.63109842,2.855928968,0.004291111,0.090604268,MRPL32,64983,mitochondrial ribosomal protein L32,Mrpl32
ENSG00000112559,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,MDFI,4188,MyoD family inhibitor,Mdfi
ENSG00000112561,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TFEB,7942,transcription factor EB,Tfeb
ENSG00000112562,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SMOC2,64094,SPARC related modular calcium binding 2,Smoc2
ENSG00000112576,1,3,0,0,0,0,0.001858558,0.004584444,0,0,0,0,1.682641824,-5.855060116,3.605534539,-1.623909035,0.104395224,NA,CCND3,896,cyclin D3,Ccnd3
ENSG00000112578,0,1,0,166,0,0,0,0.004710249,0,1.279474999,0,0,11.22403292,4.439667806,3.503821578,1.267093003,NA,NA,BYSL,705,bystin like,Bysl
ENSG00000112584,1567,47,2,790,449,530,4.547416029,0.112145735,0.005368679,3.084549992,0.973954252,1.173360724,2011.241951,-4.357390092,2.467182727,-1.766139996,NA,NA,FAM120B,84498,family with sequence similarity 120B,Fam120b
ENSG00000112592,0,220,0,58,2,482,0,0.824820244,0,0.355831543,0.006816696,1.676696447,60.24211156,-0.391521744,2.864344714,-0.136688068,0.891277362,0.933043129,TBP,6908,TATA-box binding protein,Tbp
ENSG00000112599,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GUCA1B,2979,guanylate cyclase activator 1B,Guca1b
ENSG00000112619,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PRPH2,5961,peripherin 2,Prph2
ENSG00000112624,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,BICRAL,23506,BRD4 interacting chromatin remodeling complex associated protein like,Bicral
ENSG00000112640,0,1,0,576,0,0,0,0.002655895,0,2.503301408,0,0,38.56364586,7.36215139,3.578887496,2.057106126,NA,NA,PPP2R5D,5528,protein phosphatase 2 regulatory subunit B'delta,Ppp2r5d
ENSG00000112651,0,137,1,7,250,66,0,0.533090913,0.004377571,0.044571636,0.884357851,0.238284297,34.63412214,-0.819801263,2.490763442,-0.329136541,0.742052486,0.826629335,MRPL2,51069,mitochondrial ribosomal protein L2,Mrpl2
ENSG00000112655,1,0,0,0,157,1,0.001262912,0,0,0,0.148207148,0.000963458,7.002454858,2.850789865,3.242060859,0.879314112,NA,NA,PTK7,5754,protein tyrosine kinase 7 (inactive),Ptk7
ENSG00000112658,0,216,0,0,0,97,0,1.241138367,0,0,0,0.517140986,37.91766748,-2.909427057,3.451756627,-0.842883022,NA,NA,SRF,6722,serum response factor,Srf
ENSG00000112659,0,8,0,0,239,60,0,0.007354754,0,0,0.199748433,0.051179989,12.74221787,2.934643182,3.009631339,0.975083939,0.329518625,NA,CUL9,23113,cullin 9,Cul9
ENSG00000112667,0,0,724,222,564,479,0,0,8.079658645,3.603584569,5.086140383,4.408676301,617.8784223,-3.284117548,2.937618996,-1.117952176,NA,NA,DNPH1,10591,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,Dnph1
ENSG00000112679,0,0,1528,225,268,34,0,0,3.579852054,0.766746037,0.507377625,0.065695995,1209.005039,-5.487167844,3.02631937,-1.813148968,NA,NA,DUSP22,56940,dual specificity phosphatase 22,Dusp22
ENSG00000112685,1,359,0,1,310,40,0.005788532,1.708645961,0,0.007788206,1.341302223,0.176639734,70.04234356,-2.107889164,2.66931064,-0.789675481,NA,NA,EXOC2,55770,exocyst complex component 2,Exoc2
ENSG00000112695,14,1360,956,2486,3210,2030,0.102394298,8.178541407,6.467662708,24.46346062,17.54887561,11.32670948,1344.297312,-1.360790178,2.11555324,-0.643231356,0.52007399,0.649019138,COX7A2,1347,cytochrome c oxidase subunit 7A2,Cox7a2
ENSG00000106605,1,0,0,1,1878,417,0.010383742,0,0,0.013970853,14.57625629,3.303314495,89.16430055,6.810524954,2.885819387,2.359996951,0.018275085,0.122532058,BLVRA,644,biliverdin reductase A,Blvra
ENSG00000112701,1326,79,1,368,0,2,2.258994275,0.110659297,0.001575844,0.843506542,0,0.002599331,1652.930358,-6.046961962,2.966672285,-2.038297925,NA,NA,SENP6,26054,SUMO specific peptidase 6,Senp6
ENSG00000112706,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,IMPG1,3617,interphotoreceptor matrix proteoglycan 1,Impg1
ENSG00000112715,0,25,0,1,1,0,0,0.023788857,0,0.001557089,0.000865049,0,3.973825244,-5.352904431,3.108229037,-1.722171812,0.0850384,NA,VEGFA,7422,vascular endothelial growth factor A,Vegfa
ENSG00000112739,797,133,0,444,0,777,1.496137691,0.205283524,0,1.121412113,0,1.112741401,1056.932215,-3.920648999,3.017058907,-1.299493686,NA,NA,PRPF4B,8899,pre-mRNA processing factor 4B,Prpf4b
ENSG00000112742,0,0,1,0,0,0,0,0,0.003499463,0,0,0,0.773977575,-4.953396542,4.035972323,-1.227311821,0.219705414,NA,TTK,7272,TTK protein kinase,Ttk
ENSG00000112759,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SLC29A1,2030,solute carrier family 29 member 1 (Augustine blood group),Slc29a1
ENSG00000112769,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,LAMA4,3910,laminin subunit alpha 4,Lama4
ENSG00000112782,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CLIC5,53405,chloride intracellular channel 5,Clic5
ENSG00000112787,0,104,0,2,0,156,0,0.226916027,0,0.007140714,0,0.315810966,23.43311915,-1.155416272,3.146109602,-0.36725239,NA,NA,FBRSL1,57666,fibrosin like 1,Fbrsl1
ENSG00000112796,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ENPP5,59084,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Enpp5
ENSG00000112799,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,LY86,9450,lymphocyte antigen 86,Ly86
ENSG00000112812,731,0,0,0,0,0,1.320414421,0,0,0,0,0,890.4826165,-28.1057411,3.864301298,-7.27317539,NA,NA,PRSS16,10279,serine protease 16,Prss16
ENSG00000112818,0,172,0,0,0,0,0,1.072268253,0,0,0,0,26.62969071,-23.21720363,3.580304319,-6.484701178,NA,NA,MEP1A,4224,meprin A subunit alpha,Mep1a
ENSG00000112837,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,TBX18,9096,T-box transcription factor 18,Tbx18
ENSG00000112851,300,253,78,1,0,0,0.446891218,0.309877681,0.107477338,0.002004239,0,0,465.0584922,-13.12889098,2.677779914,-4.902901434,9.44E-07,9.52E-05,ERBIN,55914,erbb2 interacting protein,Erbin
ENSG00000112852,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDHB2,56133,protocadherin beta 2,Pcdhb2
ENSG00000112874,0,2,0,0,0,0,0,0.008552865,0,0,0,0,0.309647566,-4.64723281,4.040436103,-1.150180993,0.250069333,NA,NUDT12,83594,nudix hydrolase 12,Nudt12
ENSG00000112877,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CEP72,55722,centrosomal protein 72,Cep72
ENSG00000112893,192,0,0,0,1,0,0.406761606,0,0,0,0.001583563,0,233.9252797,-12.52353922,3.541057827,-3.536666113,NA,NA,MAN2A1,4124,mannosidase alpha class 2A member 1,Man2a1
ENSG00000112902,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SEMA5A,9037,semaphorin 5A,Sema5a
ENSG00000112936,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,C7,730,complement C7,C7
ENSG00000112964,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GHR,2690,growth hormone receptor,Ghr
ENSG00000112972,0,216,0,0,80,269,0,0.754959962,0,0,0.254195273,0.872354939,48.77790844,-1.134929195,3.093110746,-0.366921617,0.713677487,0.808117906,HMGCS1,3157,3-hydroxy-3-methylglutaryl-CoA synthase 1,Hmgcs1
ENSG00000106617,1,0,0,224,609,87,0.002074255,0,0,0.625142614,0.944225823,0.137670628,42.42739584,5.748401194,2.64344969,2.174583165,0.029661367,0.141429444,PRKAG2,51422,protein kinase AMP-activated non-catalytic subunit gamma 2,Prkag2
ENSG00000112981,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NME5,8382,NME/NM23 family member 5,Nme5
ENSG00000112983,0,0,0,0,92,493,0,0,0,0,0.132592127,0.725170768,26.11026253,6.373347099,3.291765275,1.936148713,0.05284949,0.159839607,BRD8,10902,bromodomain containing 8,Brd8
ENSG00000112984,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,KIF20A,10112,kinesin family member 20A,Kif20a
ENSG00000112992,1,2,0,870,0,0,0.002308405,0.003796044,0,2.702093159,0,0,59.54114306,5.342508781,3.321893093,1.608272341,NA,NA,NNT,23530,nicotinamide nucleotide transhydrogenase,Nnt
ENSG00000112996,0,703,1,233,0,477,0,2.324534491,0.003719917,1.26071352,0,1.463422822,147.1615183,-1.549265663,2.960714608,-0.523274232,0.60078343,0.717567622,MRPS30,10884,mitochondrial ribosomal protein S30,Mrps30
ENSG00000113013,2,513,2,1696,977,1200,0.005952812,1.255448066,0.005506351,6.791833876,2.173618218,2.72479233,287.57946,1.284087665,2.243241085,0.572425173,0.567033966,0.68830274,HSPA9,3313,heat shock protein family A (Hsp70) member 9,Hspa9
ENSG00000113048,0,606,2,0,1,0,0,1.064666467,0.00395297,0,0.001597159,0,95.40771646,-10.8482534,3.110420268,-3.487713061,NA,NA,MRPS27,23107,mitochondrial ribosomal protein S27,Mrps27
ENSG00000113068,1,0,0,2,42,172,0.004664849,0,0,0.012552684,0.146447974,0.612105083,10.82292554,3.624887527,2.814054665,1.288136855,0.197698328,NA,PFDN1,5201,prefoldin subunit 1,Pfdn1
ENSG00000106780,0,0,0,147,0,484,0,0,0,0.922182755,0,1.721614765,32.13476145,6.672657605,3.29308315,2.026264537,0.042737683,0.15216011,MEGF9,1955,multiple EGF like domains 9,Megf9
ENSG00000113073,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,SLC4A9,83697,solute carrier family 4 member 9,Slc4a9
ENSG00000113083,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,LOX,4015,lysyl oxidase,Lox
ENSG00000113088,0,2,0,1,0,0,0,0.026649821,0,0.021804399,0,0,0.376329549,-3.685458931,4.040435994,-0.912143872,0.361692986,NA,GZMK,3003,granzyme K,Gzmk
ENSG00000113100,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,CDH9,1007,cadherin 9,Cdh9
ENSG00000113108,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,APBB3,10307,amyloid beta precursor protein binding family B member 3,Apbb3
ENSG00000113119,0,1,0,0,0,0,0,0.002356274,0,0,0,0,0.154823783,-4.259265643,4.047480963,-1.052325059,0.292650438,NA,TMCO6,55374,transmembrane and coiled-coil domains 6,Tmco6
ENSG00000113140,2,4,0,0,1,0,0.007263226,0.011943971,0,0,0.002714539,0,3.092184761,-5.816567226,3.157680796,-1.842037749,0.065469628,NA,SPARC,6678,secreted protein acidic and cysteine rich,Sparc
ENSG00000113141,1,1039,0,77,246,69,0.004477771,3.825309978,0,0.463897071,0.823367096,0.23570617,179.3893362,-3.230037659,2.574445868,-1.254653554,NA,NA,IK,3550,IK cytokine,Ik
ENSG00000113161,0,0,0,94,1,0,0,0,0,0.329684839,0.001948492,0,6.304655062,4.317610429,3.477890595,1.241445155,NA,NA,HMGCR,3156,3-hydroxy-3-methylglutaryl-CoA reductase,Hmgcr
ENSG00000107485,1,0,0,1,637,399,0.005066463,0,0,0.006816696,2.412353055,1.542189678,42.97684019,5.740781992,2.845999775,2.017140705,0.043680832,0.152788179,GATA3,2625,GATA binding protein 3,Gata3
ENSG00000113196,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,HAND1,9421,heart and neural crest derivatives expressed 1,Hand1
ENSG00000113205,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDHB3,56132,protocadherin beta 3,Pcdhb3
ENSG00000113209,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDHB5,26167,protocadherin beta 5,Pcdhb10
ENSG00000113211,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDHB6,56130,protocadherin beta 6,Pcdhb13
ENSG00000113212,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDHB7,56129,protocadherin beta 7,Pcdhb15
ENSG00000113231,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PDE8B,8622,phosphodiesterase 8B,Pde8b
ENSG00000113240,0,2,0,0,514,0,0,0.002169339,0,0,0.50683637,0,19.09566933,5.487734096,3.508886343,1.56395322,NA,NA,CLK4,57396,CDC like kinase 4,Clk4
ENSG00000113248,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,PCDHB15,56121,protocadherin beta 15,Pcdhb22
ENSG00000113249,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,HAVCR1,26762,hepatitis A virus cellular receptor 1,Havcr1
ENSG00000113262,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,GRM6,2916,glutamate metabotropic receptor 6,Grm6
ENSG00000113263,1,0,0,0,2,0,0.001667058,0,0,0,0.002492167,0,1.291267835,-3.337709111,3.803896469,-0.877444783,0.380245098,NA,ITK,3702,IL2 inducible T cell kinase,Itk
ENSG00000113269,745,2,0,0,2,1,1.365781643,0.003014701,0,0,0.002740637,0.001398572,907.9658896,-12.85020491,3.082454889,-4.168821726,NA,NA,RNF130,55819,ring finger protein 130,Rnf130
ENSG00000113272,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,THG1L,54974,tRNA-histidine guanylyltransferase 1 like,Thg1l
ENSG00000113273,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,ARSB,411,arylsulfatase B,Arsb
